"","1st_network","Region","Age_group","Bridgeness","freq"
"978","CON","Putamen_R_1","Middle","Local_Bridge",0.505747126436782
"979","CON","Putamen_R_1","Middle","Not_a_Bridge",0.172413793103448
"980","CON","Putamen_R_1","Middle","Super_Bridge",0.275862068965517
"981","CON","Putamen_R_1","Old","Global_Bridge",0.0775193798449612
"982","CON","Putamen_R_1","Old","Local_Bridge",0.434108527131783
"983","CON","Putamen_R_1","Old","Not_a_Bridge",0.170542635658915
"984","CON","Putamen_R_1","Old","Super_Bridge",0.317829457364341
"985","CON","Putamen_R_2","Young","Global_Bridge",0.051948051948052
"986","CON","Putamen_R_2","Young","Local_Bridge",0.597402597402597
"987","CON","Putamen_R_2","Young","Not_a_Bridge",0.181818181818182
"988","CON","Putamen_R_2","Young","Super_Bridge",0.168831168831169
"989","CON","Putamen_R_2","Middle","Global_Bridge",0.051948051948052
"990","CON","Putamen_R_2","Middle","Local_Bridge",0.402597402597403
"991","CON","Putamen_R_2","Middle","Not_a_Bridge",0.233766233766234
"992","CON","Putamen_R_2","Middle","Super_Bridge",0.311688311688312
"993","CON","Putamen_R_2","Old","Global_Bridge",0.0857142857142857
"994","CON","Putamen_R_2","Old","Local_Bridge",0.457142857142857
"995","CON","Putamen_R_2","Old","Not_a_Bridge",0.180952380952381
"996","CON","Putamen_R_2","Old","Super_Bridge",0.276190476190476
"997","CON","Rolandic_Oper_L_1","Young","Global_Bridge",0.198412698412698
"998","CON","Rolandic_Oper_L_1","Young","Local_Bridge",0.0873015873015873
"999","CON","Rolandic_Oper_L_1","Young","Not_a_Bridge",0.404761904761905
"1000","CON","Rolandic_Oper_L_1","Young","Super_Bridge",0.30952380952381
"1001","CON","Rolandic_Oper_L_1","Middle","Global_Bridge",0.285714285714286
"1002","CON","Rolandic_Oper_L_1","Middle","Local_Bridge",0.0840336134453782
"1003","CON","Rolandic_Oper_L_1","Middle","Not_a_Bridge",0.285714285714286
"1004","CON","Rolandic_Oper_L_1","Middle","Super_Bridge",0.34453781512605
"1005","CON","Rolandic_Oper_L_1","Old","Global_Bridge",0.160839160839161
"1006","CON","Rolandic_Oper_L_1","Old","Local_Bridge",0.0909090909090909
"1007","CON","Rolandic_Oper_L_1","Old","Not_a_Bridge",0.258741258741259
"1008","CON","Rolandic_Oper_L_1","Old","Super_Bridge",0.48951048951049
"1009","Auditory","Rolandic_Oper_L_2","Young","Global_Bridge",0.167832167832168
"1010","Auditory","Rolandic_Oper_L_2","Young","Local_Bridge",0.0909090909090909
"1011","Auditory","Rolandic_Oper_L_2","Young","Not_a_Bridge",0.237762237762238
"1012","Auditory","Rolandic_Oper_L_2","Young","Super_Bridge",0.503496503496504
"1013","Auditory","Rolandic_Oper_L_2","Middle","Global_Bridge",0.223880597014925
"1014","Auditory","Rolandic_Oper_L_2","Middle","Local_Bridge",0.134328358208955
"1015","Auditory","Rolandic_Oper_L_2","Middle","Not_a_Bridge",0.149253731343284
"1016","Auditory","Rolandic_Oper_L_2","Middle","Super_Bridge",0.492537313432836
"1017","Auditory","Rolandic_Oper_L_2","Old","Global_Bridge",0.162790697674419
"1018","Auditory","Rolandic_Oper_L_2","Old","Local_Bridge",0.191860465116279
"1019","Auditory","Rolandic_Oper_L_2","Old","Not_a_Bridge",0.11046511627907
"1020","Auditory","Rolandic_Oper_L_2","Old","Super_Bridge",0.534883720930233
"1021","SMN","Rolandic_Oper_L_3","Young","Global_Bridge",0.141732283464567
"1022","SMN","Rolandic_Oper_L_3","Young","Local_Bridge",0.062992125984252
"1023","SMN","Rolandic_Oper_L_3","Young","Not_a_Bridge",0.251968503937008
"1024","SMN","Rolandic_Oper_L_3","Young","Super_Bridge",0.543307086614173
"1025","SMN","Rolandic_Oper_L_3","Middle","Global_Bridge",0.242857142857143
"1026","SMN","Rolandic_Oper_L_3","Middle","Local_Bridge",0.107142857142857
"1027","SMN","Rolandic_Oper_L_3","Middle","Not_a_Bridge",0.264285714285714
"1028","SMN","Rolandic_Oper_L_3","Middle","Super_Bridge",0.385714285714286
"1029","SMN","Rolandic_Oper_L_3","Old","Global_Bridge",0.185393258426966
"1030","SMN","Rolandic_Oper_L_3","Old","Local_Bridge",0.0955056179775281
"1031","SMN","Rolandic_Oper_L_3","Old","Not_a_Bridge",0.162921348314607
"1032","SMN","Rolandic_Oper_L_3","Old","Super_Bridge",0.556179775280899
"1033","CON","Rolandic_Oper_R_1","Young","Global_Bridge",0.202702702702703
"1034","CON","Rolandic_Oper_R_1","Young","Local_Bridge",0.0405405405405405
"1035","CON","Rolandic_Oper_R_1","Young","Not_a_Bridge",0.202702702702703
"1036","CON","Rolandic_Oper_R_1","Young","Super_Bridge",0.554054054054054
"1037","CON","Rolandic_Oper_R_1","Middle","Global_Bridge",0.244444444444444
"1038","CON","Rolandic_Oper_R_1","Middle","Local_Bridge",0.05
"1039","CON","Rolandic_Oper_R_1","Middle","Not_a_Bridge",0.277777777777778
"1040","CON","Rolandic_Oper_R_1","Middle","Super_Bridge",0.427777777777778
"1041","CON","Rolandic_Oper_R_1","Old","Global_Bridge",0.170212765957447
"1042","CON","Rolandic_Oper_R_1","Old","Local_Bridge",0.0797872340425532
"1043","CON","Rolandic_Oper_R_1","Old","Not_a_Bridge",0.234042553191489
"1044","CON","Rolandic_Oper_R_1","Old","Super_Bridge",0.515957446808511
"1045","SMN","Rolandic_Oper_R_2","Young","Global_Bridge",0.15625
"1046","SMN","Rolandic_Oper_R_2","Young","Local_Bridge",0.09375
"1047","SMN","Rolandic_Oper_R_2","Young","Not_a_Bridge",0.3671875
"1048","SMN","Rolandic_Oper_R_2","Young","Super_Bridge",0.3828125
"1049","SMN","Rolandic_Oper_R_2","Middle","Global_Bridge",0.23015873015873
"1050","SMN","Rolandic_Oper_R_2","Middle","Local_Bridge",0.126984126984127
"1051","SMN","Rolandic_Oper_R_2","Middle","Not_a_Bridge",0.23015873015873
"1052","SMN","Rolandic_Oper_R_2","Middle","Super_Bridge",0.412698412698413
"1053","SMN","Rolandic_Oper_R_2","Old","Global_Bridge",0.165562913907285
"1054","SMN","Rolandic_Oper_R_2","Old","Local_Bridge",0.291390728476821
"1055","SMN","Rolandic_Oper_R_2","Old","Not_a_Bridge",0.19205298013245
"1056","SMN","Rolandic_Oper_R_2","Old","Super_Bridge",0.350993377483444
"1057","CON","Rolandic_Oper_R_3","Young","Global_Bridge",0.158730158730159
"1058","CON","Rolandic_Oper_R_3","Young","Local_Bridge",0.0714285714285714
"1059","CON","Rolandic_Oper_R_3","Young","Not_a_Bridge",0.325396825396825
"1060","CON","Rolandic_Oper_R_3","Young","Super_Bridge",0.444444444444444
"1061","CON","Rolandic_Oper_R_3","Middle","Global_Bridge",0.272727272727273
"1062","CON","Rolandic_Oper_R_3","Middle","Local_Bridge",0.053030303030303
"1063","CON","Rolandic_Oper_R_3","Middle","Not_a_Bridge",0.21969696969697
"1064","CON","Rolandic_Oper_R_3","Middle","Super_Bridge",0.454545454545455
"1065","CON","Rolandic_Oper_R_3","Old","Global_Bridge",0.229166666666667
"1066","CON","Rolandic_Oper_R_3","Old","Local_Bridge",0.0677083333333333
"1067","CON","Rolandic_Oper_R_3","Old","Not_a_Bridge",0.208333333333333
"1068","CON","Rolandic_Oper_R_3","Old","Super_Bridge",0.494791666666667
"1069","SMN","Supp_Motor_Area_L_1","Young","Global_Bridge",0.187096774193548
"1070","SMN","Supp_Motor_Area_L_1","Young","Local_Bridge",0.0580645161290323
"1071","SMN","Supp_Motor_Area_L_1","Young","Not_a_Bridge",0.135483870967742
"1072","SMN","Supp_Motor_Area_L_1","Young","Super_Bridge",0.619354838709677
"1073","SMN","Supp_Motor_Area_L_1","Middle","Global_Bridge",0.254545454545455
"1074","SMN","Supp_Motor_Area_L_1","Middle","Local_Bridge",0.0303030303030303
"1075","SMN","Supp_Motor_Area_L_1","Middle","Not_a_Bridge",0.133333333333333
"1076","SMN","Supp_Motor_Area_L_1","Middle","Super_Bridge",0.581818181818182
"1077","SMN","Supp_Motor_Area_L_1","Old","Global_Bridge",0.158371040723982
"1078","SMN","Supp_Motor_Area_L_1","Old","Local_Bridge",0.0588235294117647
"1079","SMN","Supp_Motor_Area_L_1","Old","Not_a_Bridge",0.0904977375565611
"1080","SMN","Supp_Motor_Area_L_1","Old","Super_Bridge",0.692307692307692
"1081","CON","Supp_Motor_Area_L_2","Young","Global_Bridge",0.184713375796178
"1082","CON","Supp_Motor_Area_L_2","Young","Local_Bridge",0.0573248407643312
"1083","CON","Supp_Motor_Area_L_2","Young","Not_a_Bridge",0.178343949044586
"1084","CON","Supp_Motor_Area_L_2","Young","Super_Bridge",0.579617834394904
"1085","CON","Supp_Motor_Area_L_2","Middle","Global_Bridge",0.227027027027027
"1086","CON","Supp_Motor_Area_L_2","Middle","Local_Bridge",0.0540540540540541
"1087","CON","Supp_Motor_Area_L_2","Middle","Not_a_Bridge",0.135135135135135
"1088","CON","Supp_Motor_Area_L_2","Middle","Super_Bridge",0.583783783783784
"1089","CON","Supp_Motor_Area_L_2","Old","Global_Bridge",0.224137931034483
"1090","CON","Supp_Motor_Area_L_2","Old","Local_Bridge",0.0818965517241379
"1091","CON","Supp_Motor_Area_L_2","Old","Not_a_Bridge",0.107758620689655
"1092","CON","Supp_Motor_Area_L_2","Old","Super_Bridge",0.586206896551724
"1093","Language","Supp_Motor_Area_L_3","Young","Global_Bridge",0.117647058823529
"1094","Language","Supp_Motor_Area_L_3","Young","Local_Bridge",0.117647058823529
"1095","Language","Supp_Motor_Area_L_3","Young","Not_a_Bridge",0.242647058823529
"1096","Language","Supp_Motor_Area_L_3","Young","Super_Bridge",0.522058823529412
"1097","Language","Supp_Motor_Area_L_3","Middle","Global_Bridge",0.113924050632911
"1098","Language","Supp_Motor_Area_L_3","Middle","Local_Bridge",0.145569620253165
"1099","Language","Supp_Motor_Area_L_3","Middle","Not_a_Bridge",0.208860759493671
"1100","Language","Supp_Motor_Area_L_3","Middle","Super_Bridge",0.531645569620253
"1101","Language","Supp_Motor_Area_L_3","Old","Global_Bridge",0.0773480662983425
"1102","Language","Supp_Motor_Area_L_3","Old","Local_Bridge",0.198895027624309
"1103","Language","Supp_Motor_Area_L_3","Old","Not_a_Bridge",0.160220994475138
"1104","Language","Supp_Motor_Area_L_3","Old","Super_Bridge",0.56353591160221
"1105","FPN","Supp_Motor_Area_L_4","Young","Global_Bridge",0.181818181818182
"1106","FPN","Supp_Motor_Area_L_4","Young","Local_Bridge",0.0194805194805195
"1107","FPN","Supp_Motor_Area_L_4","Young","Not_a_Bridge",0.162337662337662
"1108","FPN","Supp_Motor_Area_L_4","Young","Super_Bridge",0.636363636363636
"1109","FPN","Supp_Motor_Area_L_4","Middle","Global_Bridge",0.186440677966102
"1110","FPN","Supp_Motor_Area_L_4","Middle","Local_Bridge",0.0338983050847458
"1111","FPN","Supp_Motor_Area_L_4","Middle","Not_a_Bridge",0.11864406779661
"1112","FPN","Supp_Motor_Area_L_4","Middle","Super_Bridge",0.661016949152542
"1113","FPN","Supp_Motor_Area_L_4","Old","Global_Bridge",0.150234741784038
"1114","FPN","Supp_Motor_Area_L_4","Old","Local_Bridge",0.07981220657277
"1115","FPN","Supp_Motor_Area_L_4","Old","Not_a_Bridge",0.0985915492957746
"1116","FPN","Supp_Motor_Area_L_4","Old","Super_Bridge",0.671361502347418
"1117","SMN","Supp_Motor_Area_R_1","Young","Global_Bridge",0.190082644628099
"1118","SMN","Supp_Motor_Area_R_1","Young","Local_Bridge",0.12396694214876
"1119","SMN","Supp_Motor_Area_R_1","Young","Not_a_Bridge",0.371900826446281
"1120","SMN","Supp_Motor_Area_R_1","Young","Super_Bridge",0.31404958677686
"1121","SMN","Supp_Motor_Area_R_1","Middle","Global_Bridge",0.204545454545455
"1122","SMN","Supp_Motor_Area_R_1","Middle","Local_Bridge",0.0606060606060606
"1123","SMN","Supp_Motor_Area_R_1","Middle","Not_a_Bridge",0.371212121212121
"1124","SMN","Supp_Motor_Area_R_1","Middle","Super_Bridge",0.363636363636364
"1125","SMN","Supp_Motor_Area_R_1","Old","Global_Bridge",0.18452380952381
"1126","SMN","Supp_Motor_Area_R_1","Old","Local_Bridge",0.101190476190476
"1127","SMN","Supp_Motor_Area_R_1","Old","Not_a_Bridge",0.357142857142857
"1128","SMN","Supp_Motor_Area_R_1","Old","Super_Bridge",0.357142857142857
"1129","SMN","Supp_Motor_Area_R_2","Young","Global_Bridge",0.136363636363636
"1130","SMN","Supp_Motor_Area_R_2","Young","Local_Bridge",0.147727272727273
"1131","SMN","Supp_Motor_Area_R_2","Young","Not_a_Bridge",0.409090909090909
"1132","SMN","Supp_Motor_Area_R_2","Young","Super_Bridge",0.306818181818182
"1133","SMN","Supp_Motor_Area_R_2","Middle","Global_Bridge",0.172043010752688
"1134","SMN","Supp_Motor_Area_R_2","Middle","Local_Bridge",0.139784946236559
"1135","SMN","Supp_Motor_Area_R_2","Middle","Not_a_Bridge",0.268817204301075
"1136","SMN","Supp_Motor_Area_R_2","Middle","Super_Bridge",0.419354838709677
"1137","SMN","Supp_Motor_Area_R_2","Old","Global_Bridge",0.174603174603175
"1138","SMN","Supp_Motor_Area_R_2","Old","Local_Bridge",0.126984126984127
"1139","SMN","Supp_Motor_Area_R_2","Old","Not_a_Bridge",0.30952380952381
"1140","SMN","Supp_Motor_Area_R_2","Old","Super_Bridge",0.388888888888889
"1141","SMN","Supp_Motor_Area_R_3","Young","Global_Bridge",0.173913043478261
"1142","SMN","Supp_Motor_Area_R_3","Young","Local_Bridge",0.0652173913043478
"1143","SMN","Supp_Motor_Area_R_3","Young","Not_a_Bridge",0.449275362318841
"1144","SMN","Supp_Motor_Area_R_3","Young","Super_Bridge",0.311594202898551
"1145","SMN","Supp_Motor_Area_R_3","Middle","Global_Bridge",0.272108843537415
"1146","SMN","Supp_Motor_Area_R_3","Middle","Local_Bridge",0.0272108843537415
"1147","SMN","Supp_Motor_Area_R_3","Middle","Not_a_Bridge",0.299319727891156
"1148","SMN","Supp_Motor_Area_R_3","Middle","Super_Bridge",0.401360544217687
"1149","SMN","Supp_Motor_Area_R_3","Old","Global_Bridge",0.177570093457944
"1150","SMN","Supp_Motor_Area_R_3","Old","Local_Bridge",0.126168224299065
"1151","SMN","Supp_Motor_Area_R_3","Old","Not_a_Bridge",0.238317757009346
"1152","SMN","Supp_Motor_Area_R_3","Old","Super_Bridge",0.457943925233645
"1153","CON","Supp_Motor_Area_R_4","Young","Global_Bridge",0.171232876712329
"1154","CON","Supp_Motor_Area_R_4","Young","Local_Bridge",0.143835616438356
"1155","CON","Supp_Motor_Area_R_4","Young","Not_a_Bridge",0.308219178082192
"1156","CON","Supp_Motor_Area_R_4","Young","Super_Bridge",0.376712328767123
"1157","CON","Supp_Motor_Area_R_4","Middle","Global_Bridge",0.207792207792208
"1158","CON","Supp_Motor_Area_R_4","Middle","Local_Bridge",0.0844155844155844
"1159","CON","Supp_Motor_Area_R_4","Middle","Not_a_Bridge",0.246753246753247
"1160","CON","Supp_Motor_Area_R_4","Middle","Super_Bridge",0.461038961038961
"1161","CON","Supp_Motor_Area_R_4","Old","Global_Bridge",0.248587570621469
"1162","CON","Supp_Motor_Area_R_4","Old","Local_Bridge",0.180790960451977
"1163","CON","Supp_Motor_Area_R_4","Old","Not_a_Bridge",0.186440677966102
"1164","CON","Supp_Motor_Area_R_4","Old","Super_Bridge",0.384180790960452
"1165","CON","Supp_Motor_Area_R_5","Young","Global_Bridge",0.21875
"1166","CON","Supp_Motor_Area_R_5","Young","Local_Bridge",0.0546875
"1167","CON","Supp_Motor_Area_R_5","Young","Not_a_Bridge",0.1640625
"1168","CON","Supp_Motor_Area_R_5","Young","Super_Bridge",0.5625
"1169","CON","Supp_Motor_Area_R_5","Middle","Global_Bridge",0.235294117647059
"1170","CON","Supp_Motor_Area_R_5","Middle","Local_Bridge",0.0196078431372549
"1171","CON","Supp_Motor_Area_R_5","Middle","Not_a_Bridge",0.137254901960784
"1172","CON","Supp_Motor_Area_R_5","Middle","Super_Bridge",0.607843137254902
"1173","CON","Supp_Motor_Area_R_5","Old","Global_Bridge",0.263414634146341
"1174","CON","Supp_Motor_Area_R_5","Old","Local_Bridge",0.0731707317073171
"1175","CON","Supp_Motor_Area_R_5","Old","Not_a_Bridge",0.117073170731707
"1176","CON","Supp_Motor_Area_R_5","Old","Super_Bridge",0.546341463414634
"1177","CON","SupraMarginal_L_1","Young","Global_Bridge",0.202797202797203
"1178","CON","SupraMarginal_L_1","Young","Local_Bridge",0.0769230769230769
"1179","CON","SupraMarginal_L_1","Young","Not_a_Bridge",0.237762237762238
"1180","CON","SupraMarginal_L_1","Young","Super_Bridge",0.482517482517482
"1181","CON","SupraMarginal_L_1","Middle","Global_Bridge",0.282051282051282
"1182","CON","SupraMarginal_L_1","Middle","Local_Bridge",0.0448717948717949
"1183","CON","SupraMarginal_L_1","Middle","Not_a_Bridge",0.25
"1184","CON","SupraMarginal_L_1","Middle","Super_Bridge",0.423076923076923
"1185","CON","SupraMarginal_L_1","Old","Global_Bridge",0.225806451612903
"1186","CON","SupraMarginal_L_1","Old","Local_Bridge",0.0875576036866359
"1187","CON","SupraMarginal_L_1","Old","Not_a_Bridge",0.142857142857143
"1188","CON","SupraMarginal_L_1","Old","Super_Bridge",0.543778801843318
"1189","CON","SupraMarginal_L_2","Young","Global_Bridge",0.180451127819549
"1190","CON","SupraMarginal_L_2","Young","Local_Bridge",0.142857142857143
"1191","CON","SupraMarginal_L_2","Young","Not_a_Bridge",0.300751879699248
"1192","CON","SupraMarginal_L_2","Young","Super_Bridge",0.37593984962406
"1193","CON","SupraMarginal_L_2","Middle","Global_Bridge",0.301369863013699
"1194","CON","SupraMarginal_L_2","Middle","Local_Bridge",0.123287671232877
"1195","CON","SupraMarginal_L_2","Middle","Not_a_Bridge",0.287671232876712
"1196","CON","SupraMarginal_L_2","Middle","Super_Bridge",0.287671232876712
"1197","CON","SupraMarginal_L_2","Old","Global_Bridge",0.263888888888889
"1198","CON","SupraMarginal_L_2","Old","Local_Bridge",0.180555555555556
"1199","CON","SupraMarginal_L_2","Old","Not_a_Bridge",0.166666666666667
"1200","CON","SupraMarginal_L_2","Old","Super_Bridge",0.388888888888889
"1201","SMN","SupraMarginal_L_3","Young","Global_Bridge",0.161290322580645
"1202","SMN","SupraMarginal_L_3","Young","Local_Bridge",0.120967741935484
"1203","SMN","SupraMarginal_L_3","Young","Not_a_Bridge",0.379032258064516
"1204","SMN","SupraMarginal_L_3","Young","Super_Bridge",0.338709677419355
"1205","SMN","SupraMarginal_L_3","Middle","Global_Bridge",0.3125
"1206","SMN","SupraMarginal_L_3","Middle","Local_Bridge",0.125
"1207","SMN","SupraMarginal_L_3","Middle","Not_a_Bridge",0.2109375
"1208","SMN","SupraMarginal_L_3","Middle","Super_Bridge",0.3515625
"1209","SMN","SupraMarginal_L_3","Old","Global_Bridge",0.265536723163842
"1210","SMN","SupraMarginal_L_3","Old","Local_Bridge",0.15819209039548
"1211","SMN","SupraMarginal_L_3","Old","Not_a_Bridge",0.259887005649718
"1212","SMN","SupraMarginal_L_3","Old","Super_Bridge",0.31638418079096
"1213","FPN","SupraMarginal_R_2","Young","Global_Bridge",0.0879120879120879
"1214","FPN","SupraMarginal_R_2","Young","Local_Bridge",0.197802197802198
"1215","FPN","SupraMarginal_R_2","Young","Not_a_Bridge",0.285714285714286
"1216","FPN","SupraMarginal_R_2","Young","Super_Bridge",0.428571428571429
"1217","FPN","SupraMarginal_R_2","Middle","Global_Bridge",0.118181818181818
"1218","FPN","SupraMarginal_R_2","Middle","Local_Bridge",0.172727272727273
"1219","FPN","SupraMarginal_R_2","Middle","Not_a_Bridge",0.190909090909091
"1220","FPN","SupraMarginal_R_2","Middle","Super_Bridge",0.518181818181818
"1221","FPN","SupraMarginal_R_2","Old","Global_Bridge",0.13986013986014
"1222","FPN","SupraMarginal_R_2","Old","Local_Bridge",0.286713286713287
"1223","FPN","SupraMarginal_R_2","Old","Not_a_Bridge",0.104895104895105
"1224","FPN","SupraMarginal_R_2","Old","Super_Bridge",0.468531468531469
"1225","DMN","Temporal_Inf_L_2","Young","Global_Bridge",0
"1226","DMN","Temporal_Inf_L_2","Young","Local_Bridge",0.575
"1227","DMN","Temporal_Inf_L_2","Young","Not_a_Bridge",0.1625
"1228","DMN","Temporal_Inf_L_2","Young","Super_Bridge",0.2625
"1229","DMN","Temporal_Inf_L_2","Middle","Global_Bridge",0.0126582278481013
"1230","DMN","Temporal_Inf_L_2","Middle","Local_Bridge",0.632911392405063
"1231","DMN","Temporal_Inf_L_2","Middle","Not_a_Bridge",0.0759493670886076
"1232","DMN","Temporal_Inf_L_2","Middle","Super_Bridge",0.278481012658228
"1233","DMN","Temporal_Inf_L_2","Old","Global_Bridge",0.00793650793650794
"1234","DMN","Temporal_Inf_L_2","Old","Local_Bridge",0.666666666666667
"1235","DMN","Temporal_Inf_L_2","Old","Not_a_Bridge",0.0714285714285714
"1236","DMN","Temporal_Inf_L_2","Old","Super_Bridge",0.253968253968254
"1237","Visual_2","Temporal_Inf_L_3","Young","Global_Bridge",0.0769230769230769
"1238","Visual_2","Temporal_Inf_L_3","Young","Local_Bridge",0.326923076923077
"1239","Visual_2","Temporal_Inf_L_3","Young","Not_a_Bridge",0.144230769230769
"1240","Visual_2","Temporal_Inf_L_3","Young","Super_Bridge",0.451923076923077
"1241","Visual_2","Temporal_Inf_L_3","Middle","Global_Bridge",0.029126213592233
"1242","Visual_2","Temporal_Inf_L_3","Middle","Local_Bridge",0.466019417475728
"1243","Visual_2","Temporal_Inf_L_3","Middle","Not_a_Bridge",0.029126213592233
"1244","Visual_2","Temporal_Inf_L_3","Middle","Super_Bridge",0.475728155339806
"1245","Visual_2","Temporal_Inf_L_3","Old","Global_Bridge",0.0441176470588235
"1246","Visual_2","Temporal_Inf_L_3","Old","Local_Bridge",0.455882352941176
"1247","Visual_2","Temporal_Inf_L_3","Old","Not_a_Bridge",0.0514705882352941
"1248","Visual_2","Temporal_Inf_L_3","Old","Super_Bridge",0.448529411764706
"1249","FPN","Temporal_Inf_R_2","Young","Global_Bridge",0.128205128205128
"1250","FPN","Temporal_Inf_R_2","Young","Local_Bridge",0.538461538461538
"1251","FPN","Temporal_Inf_R_2","Young","Not_a_Bridge",0.102564102564103
"1252","FPN","Temporal_Inf_R_2","Young","Super_Bridge",0.230769230769231
"1253","FPN","Temporal_Inf_R_2","Middle","Global_Bridge",0.0188679245283019
"1254","FPN","Temporal_Inf_R_2","Middle","Local_Bridge",0.69811320754717
"1255","FPN","Temporal_Inf_R_2","Middle","Not_a_Bridge",0.0377358490566038
"1256","FPN","Temporal_Inf_R_2","Middle","Super_Bridge",0.245283018867925
"1257","FPN","Temporal_Inf_R_2","Old","Global_Bridge",0.016
"1258","FPN","Temporal_Inf_R_2","Old","Local_Bridge",0.656
"1259","FPN","Temporal_Inf_R_2","Old","Not_a_Bridge",0.176
"1260","FPN","Temporal_Inf_R_2","Old","Super_Bridge",0.152
"1261","DMN","Temporal_Inf_R_5","Young","Global_Bridge",0.0305343511450382
"1262","DMN","Temporal_Inf_R_5","Young","Local_Bridge",0.465648854961832
"1263","DMN","Temporal_Inf_R_5","Young","Not_a_Bridge",0.213740458015267
"1264","DMN","Temporal_Inf_R_5","Young","Super_Bridge",0.290076335877863
"1265","DMN","Temporal_Inf_R_5","Middle","Global_Bridge",0.0185185185185185
"1266","DMN","Temporal_Inf_R_5","Middle","Local_Bridge",0.611111111111111
"1267","DMN","Temporal_Inf_R_5","Middle","Not_a_Bridge",0.0555555555555556
"1268","DMN","Temporal_Inf_R_5","Middle","Super_Bridge",0.314814814814815
"1269","DMN","Temporal_Inf_R_5","Old","Global_Bridge",0.0196078431372549
"1270","DMN","Temporal_Inf_R_5","Old","Local_Bridge",0.568627450980392
"1271","DMN","Temporal_Inf_R_5","Old","Not_a_Bridge",0.065359477124183
"1272","DMN","Temporal_Inf_R_5","Old","Super_Bridge",0.34640522875817
"1273","PMM","Temporal_Mid_L_1","Young","Global_Bridge",0.151724137931034
"1274","PMM","Temporal_Mid_L_1","Young","Local_Bridge",0.137931034482759
"1275","PMM","Temporal_Mid_L_1","Young","Not_a_Bridge",0.289655172413793
"1276","PMM","Temporal_Mid_L_1","Young","Super_Bridge",0.420689655172414
"1277","PMM","Temporal_Mid_L_1","Middle","Global_Bridge",0.166666666666667
"1278","PMM","Temporal_Mid_L_1","Middle","Local_Bridge",0.0892857142857143
"1279","PMM","Temporal_Mid_L_1","Middle","Not_a_Bridge",0.261904761904762
"1280","PMM","Temporal_Mid_L_1","Middle","Super_Bridge",0.482142857142857
"1281","PMM","Temporal_Mid_L_1","Old","Global_Bridge",0.141592920353982
"1282","PMM","Temporal_Mid_L_1","Old","Local_Bridge",0.141592920353982
"1283","PMM","Temporal_Mid_L_1","Old","Not_a_Bridge",0.256637168141593
"1284","PMM","Temporal_Mid_L_1","Old","Super_Bridge",0.460176991150442
"1285","DMN","Temporal_Mid_L_4","Young","Global_Bridge",0.153846153846154
"1286","DMN","Temporal_Mid_L_4","Young","Local_Bridge",0.153846153846154
"1287","DMN","Temporal_Mid_L_4","Young","Not_a_Bridge",0.207692307692308
"1288","DMN","Temporal_Mid_L_4","Young","Super_Bridge",0.484615384615385
"1289","DMN","Temporal_Mid_L_4","Middle","Global_Bridge",0.072992700729927
"1290","DMN","Temporal_Mid_L_4","Middle","Local_Bridge",0.072992700729927
"1291","DMN","Temporal_Mid_L_4","Middle","Not_a_Bridge",0.182481751824818
"1292","DMN","Temporal_Mid_L_4","Middle","Super_Bridge",0.671532846715328
"1293","DMN","Temporal_Mid_L_4","Old","Global_Bridge",0.135135135135135
"1294","DMN","Temporal_Mid_L_4","Old","Local_Bridge",0.156756756756757
"1295","DMN","Temporal_Mid_L_4","Old","Not_a_Bridge",0.113513513513514
"1296","DMN","Temporal_Mid_L_4","Old","Super_Bridge",0.594594594594595
"1297","Language","Temporal_Mid_L_5","Young","Global_Bridge",0.181818181818182
"1298","Language","Temporal_Mid_L_5","Young","Local_Bridge",0.0984848484848485
"1299","Language","Temporal_Mid_L_5","Young","Not_a_Bridge",0.242424242424242
"1300","Language","Temporal_Mid_L_5","Young","Super_Bridge",0.477272727272727
"1301","Language","Temporal_Mid_L_5","Middle","Global_Bridge",0.139072847682119
"1302","Language","Temporal_Mid_L_5","Middle","Local_Bridge",0.152317880794702
"1303","Language","Temporal_Mid_L_5","Middle","Not_a_Bridge",0.198675496688742
"1304","Language","Temporal_Mid_L_5","Middle","Super_Bridge",0.509933774834437
"1305","Language","Temporal_Mid_L_5","Old","Global_Bridge",0.115384615384615
"1306","Language","Temporal_Mid_L_5","Old","Local_Bridge",0.134615384615385
"1307","Language","Temporal_Mid_L_5","Old","Not_a_Bridge",0.149038461538462
"1308","Language","Temporal_Mid_L_5","Old","Super_Bridge",0.600961538461538
"1309","Language","Temporal_Mid_L_6","Young","Global_Bridge",0.12
"1310","Language","Temporal_Mid_L_6","Young","Local_Bridge",0.18
"1311","Language","Temporal_Mid_L_6","Young","Not_a_Bridge",0.31
"1312","Language","Temporal_Mid_L_6","Young","Super_Bridge",0.39
"1313","Language","Temporal_Mid_L_6","Middle","Global_Bridge",0.109090909090909
"1314","Language","Temporal_Mid_L_6","Middle","Local_Bridge",0.263636363636364
"1315","Language","Temporal_Mid_L_6","Middle","Not_a_Bridge",0.190909090909091
"1316","Language","Temporal_Mid_L_6","Middle","Super_Bridge",0.436363636363636
"1317","Language","Temporal_Mid_L_6","Old","Global_Bridge",0.112582781456954
"1318","Language","Temporal_Mid_L_6","Old","Local_Bridge",0.245033112582781
"1319","Language","Temporal_Mid_L_6","Old","Not_a_Bridge",0.145695364238411
