"","1st_network","Region","Age_group","Hub_consensus","freq"
"378","FPN","Frontal_Sup_Medial_L_4","Middle","Peripheral",0.031055900621118
"379","FPN","Frontal_Sup_Medial_L_4","Middle","Provincial",0.0869565217391304
"380","FPN","Frontal_Sup_Medial_L_4","Middle","Satellite",0.130434782608696
"381","FPN","Frontal_Sup_Medial_L_4","Old","Connector",0.648514851485149
"382","FPN","Frontal_Sup_Medial_L_4","Old","Peripheral",0.0346534653465347
"383","FPN","Frontal_Sup_Medial_L_4","Old","Provincial",0.138613861386139
"384","FPN","Frontal_Sup_Medial_L_4","Old","Satellite",0.178217821782178
"385","DMN","Frontal_Sup_Medial_R_4","Young","Connector",0.366071428571429
"386","DMN","Frontal_Sup_Medial_R_4","Young","Peripheral",0.0535714285714286
"387","DMN","Frontal_Sup_Medial_R_4","Young","Provincial",0.401785714285714
"388","DMN","Frontal_Sup_Medial_R_4","Young","Satellite",0.178571428571429
"389","DMN","Frontal_Sup_Medial_R_4","Middle","Connector",0.418032786885246
"390","DMN","Frontal_Sup_Medial_R_4","Middle","Peripheral",0.0327868852459016
"391","DMN","Frontal_Sup_Medial_R_4","Middle","Provincial",0.270491803278689
"392","DMN","Frontal_Sup_Medial_R_4","Middle","Satellite",0.278688524590164
"393","DMN","Frontal_Sup_Medial_R_4","Old","Connector",0.32
"394","DMN","Frontal_Sup_Medial_R_4","Old","Peripheral",0.0228571428571429
"395","DMN","Frontal_Sup_Medial_R_4","Old","Provincial",0.302857142857143
"396","DMN","Frontal_Sup_Medial_R_4","Old","Satellite",0.354285714285714
"397","SMN","Frontal_Sup_R_1","Young","Connector",0.314606741573034
"398","SMN","Frontal_Sup_R_1","Young","Peripheral",0.202247191011236
"399","SMN","Frontal_Sup_R_1","Young","Provincial",0.168539325842697
"400","SMN","Frontal_Sup_R_1","Young","Satellite",0.314606741573034
"401","SMN","Frontal_Sup_R_1","Middle","Connector",0.372340425531915
"402","SMN","Frontal_Sup_R_1","Middle","Peripheral",0.0851063829787234
"403","SMN","Frontal_Sup_R_1","Middle","Provincial",0.340425531914894
"404","SMN","Frontal_Sup_R_1","Middle","Satellite",0.202127659574468
"405","SMN","Frontal_Sup_R_1","Old","Connector",0.440298507462687
"406","SMN","Frontal_Sup_R_1","Old","Peripheral",0.0447761194029851
"407","SMN","Frontal_Sup_R_1","Old","Provincial",0.298507462686567
"408","SMN","Frontal_Sup_R_1","Old","Satellite",0.216417910447761
"409","DMN","Frontal_Sup_R_2","Young","Connector",0.177083333333333
"410","DMN","Frontal_Sup_R_2","Young","Peripheral",0.0833333333333333
"411","DMN","Frontal_Sup_R_2","Young","Provincial",0.489583333333333
"412","DMN","Frontal_Sup_R_2","Young","Satellite",0.25
"413","DMN","Frontal_Sup_R_2","Middle","Connector",0.395348837209302
"414","DMN","Frontal_Sup_R_2","Middle","Peripheral",0.0310077519379845
"415","DMN","Frontal_Sup_R_2","Middle","Provincial",0.333333333333333
"416","DMN","Frontal_Sup_R_2","Middle","Satellite",0.24031007751938
"417","DMN","Frontal_Sup_R_2","Old","Connector",0.308641975308642
"418","DMN","Frontal_Sup_R_2","Old","Peripheral",0.0617283950617284
"419","DMN","Frontal_Sup_R_2","Old","Provincial",0.339506172839506
"420","DMN","Frontal_Sup_R_2","Old","Satellite",0.290123456790123
"421","DMN","Frontal_Sup_R_3","Young","Connector",0.188034188034188
"422","DMN","Frontal_Sup_R_3","Young","Peripheral",0.102564102564103
"423","DMN","Frontal_Sup_R_3","Young","Provincial",0.222222222222222
"424","DMN","Frontal_Sup_R_3","Young","Satellite",0.487179487179487
"425","DMN","Frontal_Sup_R_3","Middle","Connector",0.291338582677165
"426","DMN","Frontal_Sup_R_3","Middle","Peripheral",0.0078740157480315
"427","DMN","Frontal_Sup_R_3","Middle","Provincial",0.173228346456693
"428","DMN","Frontal_Sup_R_3","Middle","Satellite",0.52755905511811
"429","DMN","Frontal_Sup_R_3","Old","Connector",0.26875
"430","DMN","Frontal_Sup_R_3","Old","Peripheral",0.025
"431","DMN","Frontal_Sup_R_3","Old","Provincial",0.2
"432","DMN","Frontal_Sup_R_3","Old","Satellite",0.50625
"433","DMN","Frontal_Sup_R_4","Young","Connector",0.224489795918367
"434","DMN","Frontal_Sup_R_4","Young","Peripheral",0.0408163265306122
"435","DMN","Frontal_Sup_R_4","Young","Provincial",0.510204081632653
"436","DMN","Frontal_Sup_R_4","Young","Satellite",0.224489795918367
"437","DMN","Frontal_Sup_R_4","Middle","Connector",0.289719626168224
"438","DMN","Frontal_Sup_R_4","Middle","Peripheral",0.0373831775700935
"439","DMN","Frontal_Sup_R_4","Middle","Provincial",0.373831775700935
"440","DMN","Frontal_Sup_R_4","Middle","Satellite",0.299065420560748
"441","DMN","Frontal_Sup_R_4","Old","Connector",0.281481481481481
"442","DMN","Frontal_Sup_R_4","Old","Peripheral",0.0962962962962963
"443","DMN","Frontal_Sup_R_4","Old","Provincial",0.325925925925926
"444","DMN","Frontal_Sup_R_4","Old","Satellite",0.296296296296296
"445","VMM","Fusiform_L_1","Young","Connector",0.025
"446","VMM","Fusiform_L_1","Young","Peripheral",0.375
"447","VMM","Fusiform_L_1","Young","Provincial",0.0125
"448","VMM","Fusiform_L_1","Young","Satellite",0.5875
"449","VMM","Fusiform_L_1","Middle","Connector",0.0337078651685393
"450","VMM","Fusiform_L_1","Middle","Peripheral",0.191011235955056
"451","VMM","Fusiform_L_1","Middle","Provincial",0.0224719101123595
"452","VMM","Fusiform_L_1","Middle","Satellite",0.752808988764045
"453","VMM","Fusiform_L_1","Old","Connector",0.0394736842105263
"454","VMM","Fusiform_L_1","Old","Peripheral",0.210526315789474
"455","VMM","Fusiform_L_1","Old","Provincial",0.0394736842105263
"456","VMM","Fusiform_L_1","Old","Satellite",0.710526315789474
"457","DAN","Fusiform_L_2","Young","Connector",0.0163934426229508
"458","DAN","Fusiform_L_2","Young","Peripheral",0.180327868852459
"459","DAN","Fusiform_L_2","Young","Provincial",0.0245901639344262
"460","DAN","Fusiform_L_2","Young","Satellite",0.778688524590164
"461","DAN","Fusiform_L_2","Middle","Connector",0.0923076923076923
"462","DAN","Fusiform_L_2","Middle","Peripheral",0.146153846153846
"463","DAN","Fusiform_L_2","Middle","Provincial",0.0307692307692308
"464","DAN","Fusiform_L_2","Middle","Satellite",0.730769230769231
"465","DAN","Fusiform_L_2","Old","Connector",0.127272727272727
"466","DAN","Fusiform_L_2","Old","Peripheral",0.121212121212121
"467","DAN","Fusiform_L_2","Old","Provincial",0.0242424242424242
"468","DAN","Fusiform_L_2","Old","Satellite",0.727272727272727
"469","VMM","Fusiform_L_3","Young","Connector",0.577981651376147
"470","VMM","Fusiform_L_3","Young","Peripheral",0.110091743119266
"471","VMM","Fusiform_L_3","Young","Provincial",0.110091743119266
"472","VMM","Fusiform_L_3","Young","Satellite",0.201834862385321
"473","VMM","Fusiform_L_3","Middle","Connector",0.00900900900900901
"474","VMM","Fusiform_L_3","Middle","Peripheral",0.27027027027027
"475","VMM","Fusiform_L_3","Middle","Provincial",0.018018018018018
"476","VMM","Fusiform_L_3","Middle","Satellite",0.702702702702703
"477","VMM","Fusiform_L_3","Old","Connector",0.0328947368421053
"478","VMM","Fusiform_L_3","Old","Peripheral",0.263157894736842
"479","VMM","Fusiform_L_3","Old","Provincial",0.00657894736842105
"480","VMM","Fusiform_L_3","Old","Satellite",0.697368421052632
"481","VMM","Fusiform_R_3","Young","Connector",0.584158415841584
"482","VMM","Fusiform_R_3","Young","Peripheral",0.138613861386139
"483","VMM","Fusiform_R_3","Young","Provincial",0.0198019801980198
"484","VMM","Fusiform_R_3","Young","Satellite",0.257425742574257
"485","VMM","Fusiform_R_3","Middle","Connector",0.0288461538461538
"486","VMM","Fusiform_R_3","Middle","Peripheral",0.173076923076923
"487","VMM","Fusiform_R_3","Middle","Provincial",0.00961538461538462
"488","VMM","Fusiform_R_3","Middle","Satellite",0.788461538461538
"489","VMM","Fusiform_R_3","Old","Connector",0.0551724137931034
"490","VMM","Fusiform_R_3","Old","Peripheral",0.310344827586207
"491","VMM","Fusiform_R_3","Old","Provincial",0.0137931034482759
"492","VMM","Fusiform_R_3","Old","Satellite",0.620689655172414
"493","DMN","Insula_L_1","Young","Connector",0.283185840707965
"494","DMN","Insula_L_1","Young","Peripheral",0.0619469026548673
"495","DMN","Insula_L_1","Young","Provincial",0.47787610619469
"496","DMN","Insula_L_1","Young","Satellite",0.176991150442478
"497","DMN","Insula_L_1","Middle","Connector",0.31858407079646
"498","DMN","Insula_L_1","Middle","Peripheral",0.0619469026548673
"499","DMN","Insula_L_1","Middle","Provincial",0.274336283185841
"500","DMN","Insula_L_1","Middle","Satellite",0.345132743362832
"501","DMN","Insula_L_1","Old","Connector",0.269736842105263
"502","DMN","Insula_L_1","Old","Peripheral",0.138157894736842
"503","DMN","Insula_L_1","Old","Provincial",0.236842105263158
"504","DMN","Insula_L_1","Old","Satellite",0.355263157894737
"505","FPN","Insula_L_2","Young","Connector",0.568493150684932
"506","FPN","Insula_L_2","Young","Peripheral",0.0342465753424658
"507","FPN","Insula_L_2","Young","Provincial",0.102739726027397
"508","FPN","Insula_L_2","Young","Satellite",0.294520547945205
"509","FPN","Insula_L_2","Middle","Connector",0.61744966442953
"510","FPN","Insula_L_2","Middle","Peripheral",0.00671140939597315
"511","FPN","Insula_L_2","Middle","Provincial",0.0335570469798658
"512","FPN","Insula_L_2","Middle","Satellite",0.342281879194631
"513","FPN","Insula_L_2","Old","Connector",0.441860465116279
"514","FPN","Insula_L_2","Old","Peripheral",0.0872093023255814
"515","FPN","Insula_L_2","Old","Provincial",0.116279069767442
"516","FPN","Insula_L_2","Old","Satellite",0.354651162790698
"517","DMN","Insula_R_2","Young","Connector",0.11340206185567
"518","DMN","Insula_R_2","Young","Peripheral",0.0927835051546392
"519","DMN","Insula_R_2","Young","Provincial",0.154639175257732
"520","DMN","Insula_R_2","Young","Satellite",0.639175257731959
"521","DMN","Insula_R_2","Middle","Connector",0.148148148148148
"522","DMN","Insula_R_2","Middle","Peripheral",0.166666666666667
"523","DMN","Insula_R_2","Middle","Provincial",0.0740740740740741
"524","DMN","Insula_R_2","Middle","Satellite",0.611111111111111
"525","DMN","Insula_R_2","Old","Connector",0.161490683229814
"526","DMN","Insula_R_2","Old","Peripheral",0.173913043478261
"527","DMN","Insula_R_2","Old","Provincial",0.0745341614906832
"528","DMN","Insula_R_2","Old","Satellite",0.590062111801242
"529","CON","Insula_R_6","Young","Connector",0.43609022556391
"530","CON","Insula_R_6","Young","Peripheral",0.0676691729323308
"531","CON","Insula_R_6","Young","Provincial",0.0451127819548872
"532","CON","Insula_R_6","Young","Satellite",0.451127819548872
"533","CON","Insula_R_6","Middle","Connector",0.514084507042254
"534","CON","Insula_R_6","Middle","Peripheral",0.00704225352112676
"535","CON","Insula_R_6","Middle","Provincial",0.140845070422535
"536","CON","Insula_R_6","Middle","Satellite",0.338028169014085
"537","CON","Insula_R_6","Old","Connector",0.485549132947977
"538","CON","Insula_R_6","Old","Peripheral",0.0809248554913295
"539","CON","Insula_R_6","Old","Provincial",0.277456647398844
"540","CON","Insula_R_6","Old","Satellite",0.15606936416185
"541","DMN","Paracentral_Lobule_L_1","Young","Connector",0.0909090909090909
"542","DMN","Paracentral_Lobule_L_1","Young","Peripheral",0.431818181818182
"543","DMN","Paracentral_Lobule_L_1","Young","Provincial",0.0568181818181818
"544","DMN","Paracentral_Lobule_L_1","Young","Satellite",0.420454545454545
"545","DMN","Paracentral_Lobule_L_1","Middle","Connector",0.0365853658536585
"546","DMN","Paracentral_Lobule_L_1","Middle","Peripheral",0.304878048780488
"547","DMN","Paracentral_Lobule_L_1","Middle","Provincial",0.0609756097560976
"548","DMN","Paracentral_Lobule_L_1","Middle","Satellite",0.597560975609756
"549","DMN","Paracentral_Lobule_L_1","Old","Connector",0.054421768707483
"550","DMN","Paracentral_Lobule_L_1","Old","Peripheral",0.231292517006803
"551","DMN","Paracentral_Lobule_L_1","Old","Provincial",0.054421768707483
"552","DMN","Paracentral_Lobule_L_1","Old","Satellite",0.659863945578231
"553","DMN","Paracentral_Lobule_L_2","Young","Connector",0.0571428571428571
"554","DMN","Paracentral_Lobule_L_2","Young","Peripheral",0.228571428571429
"555","DMN","Paracentral_Lobule_L_2","Young","Provincial",0.123809523809524
"556","DMN","Paracentral_Lobule_L_2","Young","Satellite",0.59047619047619
"557","DMN","Paracentral_Lobule_L_2","Middle","Connector",0.141666666666667
"558","DMN","Paracentral_Lobule_L_2","Middle","Peripheral",0.125
"559","DMN","Paracentral_Lobule_L_2","Middle","Provincial",0.0833333333333333
"560","DMN","Paracentral_Lobule_L_2","Middle","Satellite",0.65
"561","DMN","Paracentral_Lobule_L_2","Old","Connector",0.105960264900662
"562","DMN","Paracentral_Lobule_L_2","Old","Peripheral",0.158940397350993
"563","DMN","Paracentral_Lobule_L_2","Old","Provincial",0.0596026490066225
"564","DMN","Paracentral_Lobule_L_2","Old","Satellite",0.675496688741722
"565","DMN","Paracentral_Lobule_L_3","Young","Connector",0.113207547169811
"566","DMN","Paracentral_Lobule_L_3","Young","Peripheral",0.245283018867925
"567","DMN","Paracentral_Lobule_L_3","Young","Provincial",0.320754716981132
"568","DMN","Paracentral_Lobule_L_3","Young","Satellite",0.320754716981132
"569","DMN","Paracentral_Lobule_L_3","Middle","Connector",0.283582089552239
"570","DMN","Paracentral_Lobule_L_3","Middle","Peripheral",0.0447761194029851
"571","DMN","Paracentral_Lobule_L_3","Middle","Provincial",0.402985074626866
"572","DMN","Paracentral_Lobule_L_3","Middle","Satellite",0.26865671641791
"573","DMN","Paracentral_Lobule_L_3","Old","Connector",0.355769230769231
"574","DMN","Paracentral_Lobule_L_3","Old","Peripheral",0.0384615384615385
"575","DMN","Paracentral_Lobule_L_3","Old","Provincial",0.365384615384615
"576","DMN","Paracentral_Lobule_L_3","Old","Satellite",0.240384615384615
"577","SMN","ParaHippocampal_L_1","Young","Connector",0.15
"578","SMN","ParaHippocampal_L_1","Young","Peripheral",0.283333333333333
"579","SMN","ParaHippocampal_L_1","Young","Provincial",0.283333333333333
"580","SMN","ParaHippocampal_L_1","Young","Satellite",0.283333333333333
"581","SMN","ParaHippocampal_L_1","Middle","Connector",0.222222222222222
"582","SMN","ParaHippocampal_L_1","Middle","Peripheral",0.148148148148148
"583","SMN","ParaHippocampal_L_1","Middle","Provincial",0.308641975308642
"584","SMN","ParaHippocampal_L_1","Middle","Satellite",0.320987654320988
"585","SMN","ParaHippocampal_L_1","Old","Connector",0.330188679245283
"586","SMN","ParaHippocampal_L_1","Old","Peripheral",0.10377358490566
"587","SMN","ParaHippocampal_L_1","Old","Provincial",0.245283018867925
"588","SMN","ParaHippocampal_L_1","Old","Satellite",0.320754716981132
"589","SMN","ParaHippocampal_L_2","Young","Connector",0.161904761904762
"590","SMN","ParaHippocampal_L_2","Young","Peripheral",0.123809523809524
"591","SMN","ParaHippocampal_L_2","Young","Provincial",0.533333333333333
"592","SMN","ParaHippocampal_L_2","Young","Satellite",0.180952380952381
"593","SMN","ParaHippocampal_L_2","Middle","Connector",0.261682242990654
"594","SMN","ParaHippocampal_L_2","Middle","Peripheral",0.0747663551401869
"595","SMN","ParaHippocampal_L_2","Middle","Provincial",0.523364485981308
"596","SMN","ParaHippocampal_L_2","Middle","Satellite",0.14018691588785
"597","SMN","ParaHippocampal_L_2","Old","Connector",0.333333333333333
"598","SMN","ParaHippocampal_L_2","Old","Peripheral",0.0869565217391304
"599","SMN","ParaHippocampal_L_2","Old","Provincial",0.41304347826087
"600","SMN","ParaHippocampal_L_2","Old","Satellite",0.166666666666667
"601","SMN","Parietal_Inf_L_1","Young","Connector",0.15929203539823
"602","SMN","Parietal_Inf_L_1","Young","Peripheral",0.132743362831858
"603","SMN","Parietal_Inf_L_1","Young","Provincial",0.389380530973451
"604","SMN","Parietal_Inf_L_1","Young","Satellite",0.31858407079646
"605","SMN","Parietal_Inf_L_1","Middle","Connector",0.297297297297297
"606","SMN","Parietal_Inf_L_1","Middle","Peripheral",0.0540540540540541
"607","SMN","Parietal_Inf_L_1","Middle","Provincial",0.369369369369369
"608","SMN","Parietal_Inf_L_1","Middle","Satellite",0.279279279279279
"609","SMN","Parietal_Inf_L_1","Old","Connector",0.522727272727273
"610","SMN","Parietal_Inf_L_1","Old","Peripheral",0.0170454545454545
"611","SMN","Parietal_Inf_L_1","Old","Provincial",0.255681818181818
"612","SMN","Parietal_Inf_L_1","Old","Satellite",0.204545454545455
"613","FPN","Parietal_Inf_L_2","Young","Connector",0.409448818897638
"614","FPN","Parietal_Inf_L_2","Young","Peripheral",0.0866141732283465
"615","FPN","Parietal_Inf_L_2","Young","Provincial",0.37007874015748
"616","FPN","Parietal_Inf_L_2","Young","Satellite",0.133858267716535
"617","FPN","Parietal_Inf_L_2","Middle","Connector",0.585185185185185
"618","FPN","Parietal_Inf_L_2","Middle","Peripheral",0.0666666666666667
"619","FPN","Parietal_Inf_L_2","Middle","Provincial",0.22962962962963
"620","FPN","Parietal_Inf_L_2","Middle","Satellite",0.118518518518519
"621","FPN","Parietal_Inf_L_2","Old","Connector",0.573684210526316
"622","FPN","Parietal_Inf_L_2","Old","Peripheral",0.0526315789473684
"623","FPN","Parietal_Inf_L_2","Old","Provincial",0.257894736842105
"624","FPN","Parietal_Inf_L_2","Old","Satellite",0.115789473684211
"625","Visual_2","Parietal_Inf_L_3","Young","Connector",0.325581395348837
"626","Visual_2","Parietal_Inf_L_3","Young","Peripheral",0.104651162790698
"627","Visual_2","Parietal_Inf_L_3","Young","Provincial",0.337209302325581
"628","Visual_2","Parietal_Inf_L_3","Young","Satellite",0.232558139534884
"629","Visual_2","Parietal_Inf_L_3","Middle","Connector",0.411764705882353
"630","Visual_2","Parietal_Inf_L_3","Middle","Peripheral",0.137254901960784
"631","Visual_2","Parietal_Inf_L_3","Middle","Provincial",0.245098039215686
"632","Visual_2","Parietal_Inf_L_3","Middle","Satellite",0.205882352941176
"633","Visual_2","Parietal_Inf_L_3","Old","Connector",0.386861313868613
"634","Visual_2","Parietal_Inf_L_3","Old","Peripheral",0.0875912408759124
"635","Visual_2","Parietal_Inf_L_3","Old","Provincial",0.284671532846715
"636","Visual_2","Parietal_Inf_L_3","Old","Satellite",0.240875912408759
"637","FPN","Parietal_Inf_L_4","Young","Connector",0.245454545454545
"638","FPN","Parietal_Inf_L_4","Young","Peripheral",0.118181818181818
"639","FPN","Parietal_Inf_L_4","Young","Provincial",0.590909090909091
"640","FPN","Parietal_Inf_L_4","Young","Satellite",0.0454545454545455
"641","FPN","Parietal_Inf_L_4","Middle","Connector",0.435114503816794
"642","FPN","Parietal_Inf_L_4","Middle","Peripheral",0.0610687022900763
"643","FPN","Parietal_Inf_L_4","Middle","Provincial",0.450381679389313
"644","FPN","Parietal_Inf_L_4","Middle","Satellite",0.0534351145038168
"645","FPN","Parietal_Inf_L_4","Old","Connector",0.431578947368421
"646","FPN","Parietal_Inf_L_4","Old","Peripheral",0.0842105263157895
"647","FPN","Parietal_Inf_L_4","Old","Provincial",0.431578947368421
"648","FPN","Parietal_Inf_L_4","Old","Satellite",0.0526315789473684
"649","DAN","Parietal_Inf_L_5","Young","Connector",0.35
"650","DAN","Parietal_Inf_L_5","Young","Peripheral",0.12
"651","DAN","Parietal_Inf_L_5","Young","Provincial",0.27
"652","DAN","Parietal_Inf_L_5","Young","Satellite",0.26
"653","DAN","Parietal_Inf_L_5","Middle","Connector",0.333333333333333
"654","DAN","Parietal_Inf_L_5","Middle","Peripheral",0.166666666666667
"655","DAN","Parietal_Inf_L_5","Middle","Provincial",0.245098039215686
"656","DAN","Parietal_Inf_L_5","Middle","Satellite",0.254901960784314
"657","DAN","Parietal_Inf_L_5","Old","Connector",0.417808219178082
"658","DAN","Parietal_Inf_L_5","Old","Peripheral",0.13013698630137
"659","DAN","Parietal_Inf_L_5","Old","Provincial",0.102739726027397
"660","DAN","Parietal_Inf_L_5","Old","Satellite",0.349315068493151
"661","FPN","Parietal_Inf_R_1","Young","Connector",0.333333333333333
"662","FPN","Parietal_Inf_R_1","Young","Peripheral",0.0714285714285714
"663","FPN","Parietal_Inf_R_1","Young","Provincial",0.428571428571429
"664","FPN","Parietal_Inf_R_1","Young","Satellite",0.166666666666667
"665","FPN","Parietal_Inf_R_1","Middle","Connector",0.495575221238938
"666","FPN","Parietal_Inf_R_1","Middle","Peripheral",0.0353982300884956
"667","FPN","Parietal_Inf_R_1","Middle","Provincial",0.265486725663717
"668","FPN","Parietal_Inf_R_1","Middle","Satellite",0.20353982300885
"669","FPN","Parietal_Inf_R_1","Old","Connector",0.45
"670","FPN","Parietal_Inf_R_1","Old","Peripheral",0.0571428571428571
"671","FPN","Parietal_Inf_R_1","Old","Provincial",0.285714285714286
"672","FPN","Parietal_Inf_R_1","Old","Satellite",0.207142857142857
"673","SMN","Postcentral_L_3","Young","Connector",0.133333333333333
"674","SMN","Postcentral_L_3","Young","Peripheral",0.114285714285714
"675","SMN","Postcentral_L_3","Young","Provincial",0.0952380952380952
"676","SMN","Postcentral_L_3","Young","Satellite",0.657142857142857
"677","SMN","Postcentral_L_3","Middle","Connector",0.225806451612903
"678","SMN","Postcentral_L_3","Middle","Peripheral",0.0752688172043011
"679","SMN","Postcentral_L_3","Middle","Provincial",0.118279569892473
"680","SMN","Postcentral_L_3","Middle","Satellite",0.580645161290323
"681","SMN","Postcentral_L_3","Old","Connector",0.415492957746479
"682","SMN","Postcentral_L_3","Old","Peripheral",0.0352112676056338
"683","SMN","Postcentral_L_3","Old","Provincial",0.169014084507042
"684","SMN","Postcentral_L_3","Old","Satellite",0.380281690140845
"685","SMN","Postcentral_L_4","Young","Connector",0.263157894736842
"686","SMN","Postcentral_L_4","Young","Peripheral",0.043859649122807
"687","SMN","Postcentral_L_4","Young","Provincial",0.552631578947368
"688","SMN","Postcentral_L_4","Young","Satellite",0.140350877192982
"689","SMN","Postcentral_L_4","Middle","Connector",0.295652173913043
"690","SMN","Postcentral_L_4","Middle","Peripheral",0.0956521739130435
"691","SMN","Postcentral_L_4","Middle","Provincial",0.443478260869565
"692","SMN","Postcentral_L_4","Middle","Satellite",0.165217391304348
"693","SMN","Postcentral_L_4","Old","Connector",0.51685393258427
"694","SMN","Postcentral_L_4","Old","Peripheral",0.0337078651685393
"695","SMN","Postcentral_L_4","Old","Provincial",0.297752808988764
"696","SMN","Postcentral_L_4","Old","Satellite",0.151685393258427
"697","SMN","Postcentral_L_5","Young","Connector",0.140845070422535
"698","SMN","Postcentral_L_5","Young","Peripheral",0.183098591549296
"699","SMN","Postcentral_L_5","Young","Provincial",0.47887323943662
"700","SMN","Postcentral_L_5","Young","Satellite",0.197183098591549
"701","SMN","Postcentral_L_5","Middle","Connector",0.213333333333333
"702","SMN","Postcentral_L_5","Middle","Peripheral",0.04
"703","SMN","Postcentral_L_5","Middle","Provincial",0.533333333333333
"704","SMN","Postcentral_L_5","Middle","Satellite",0.213333333333333
"705","SMN","Postcentral_L_5","Old","Connector",0.5
"706","SMN","Postcentral_L_5","Old","Peripheral",0.00657894736842105
"707","SMN","Postcentral_L_5","Old","Provincial",0.197368421052632
"708","SMN","Postcentral_L_5","Old","Satellite",0.296052631578947
"709","SMN","Postcentral_L_6","Young","Connector",0.26984126984127
"710","SMN","Postcentral_L_6","Young","Peripheral",0.126984126984127
"711","SMN","Postcentral_L_6","Young","Provincial",0.412698412698413
"712","SMN","Postcentral_L_6","Young","Satellite",0.19047619047619
"713","SMN","Postcentral_L_6","Middle","Connector",0.236842105263158
"714","SMN","Postcentral_L_6","Middle","Peripheral",0.0526315789473684
"715","SMN","Postcentral_L_6","Middle","Provincial",0.486842105263158
"716","SMN","Postcentral_L_6","Middle","Satellite",0.223684210526316
"717","SMN","Postcentral_L_6","Old","Connector",0.45985401459854
"718","SMN","Postcentral_L_6","Old","Peripheral",0.0072992700729927
"719","SMN","Postcentral_L_6","Old","Provincial",0.211678832116788
"720","SMN","Postcentral_L_6","Old","Satellite",0.321167883211679
"721","SMN","Postcentral_R_5","Young","Connector",0.280701754385965
"722","SMN","Postcentral_R_5","Young","Peripheral",0.140350877192982
"723","SMN","Postcentral_R_5","Young","Provincial",0.350877192982456
"724","SMN","Postcentral_R_5","Young","Satellite",0.228070175438596
"725","SMN","Postcentral_R_5","Middle","Connector",0.267605633802817
"726","SMN","Postcentral_R_5","Middle","Peripheral",0.0704225352112676
"727","SMN","Postcentral_R_5","Middle","Provincial",0.450704225352113
"728","SMN","Postcentral_R_5","Middle","Satellite",0.211267605633803
"729","SMN","Postcentral_R_5","Old","Connector",0.449275362318841
"730","SMN","Postcentral_R_5","Old","Peripheral",0
"731","SMN","Postcentral_R_5","Old","Provincial",0.239130434782609
"732","SMN","Postcentral_R_5","Old","Satellite",0.311594202898551
"733","SMN","Postcentral_R_6","Young","Connector",0.180722891566265
"734","SMN","Postcentral_R_6","Young","Peripheral",0.204819277108434
"735","SMN","Postcentral_R_6","Young","Provincial",0.168674698795181
"736","SMN","Postcentral_R_6","Young","Satellite",0.44578313253012
"737","SMN","Postcentral_R_6","Middle","Connector",0.160493827160494
"738","SMN","Postcentral_R_6","Middle","Peripheral",0.148148148148148
"739","SMN","Postcentral_R_6","Middle","Provincial",0.259259259259259
"740","SMN","Postcentral_R_6","Middle","Satellite",0.432098765432099
"741","SMN","Postcentral_R_6","Old","Connector",0.30327868852459
"742","SMN","Postcentral_R_6","Old","Peripheral",0.122950819672131
"743","SMN","Postcentral_R_6","Old","Provincial",0.122950819672131
"744","SMN","Postcentral_R_6","Old","Satellite",0.450819672131148
"745","SMN","Precentral_L_1","Young","Connector",0.0344827586206897
"746","SMN","Precentral_L_1","Young","Peripheral",0.362068965517241
"747","SMN","Precentral_L_1","Young","Provincial",0.293103448275862
"748","SMN","Precentral_L_1","Young","Satellite",0.310344827586207
"749","SMN","Precentral_L_1","Middle","Connector",0.0819672131147541
"750","SMN","Precentral_L_1","Middle","Peripheral",0.213114754098361
"751","SMN","Precentral_L_1","Middle","Provincial",0.213114754098361
"752","SMN","Precentral_L_1","Middle","Satellite",0.491803278688525
"753","SMN","Precentral_L_1","Old","Connector",0.155555555555556
"754","SMN","Precentral_L_1","Old","Peripheral",0.277777777777778
"755","SMN","Precentral_L_1","Old","Provincial",0.133333333333333
"756","SMN","Precentral_L_1","Old","Satellite",0.433333333333333
"757","SMN","Precentral_L_2","Young","Connector",0.208695652173913
"758","SMN","Precentral_L_2","Young","Peripheral",0.121739130434783
"759","SMN","Precentral_L_2","Young","Provincial",0.547826086956522
"760","SMN","Precentral_L_2","Young","Satellite",0.121739130434783
"761","SMN","Precentral_L_2","Middle","Connector",0.297520661157025
"762","SMN","Precentral_L_2","Middle","Peripheral",0.0826446280991736
"763","SMN","Precentral_L_2","Middle","Provincial",0.462809917355372
"764","SMN","Precentral_L_2","Middle","Satellite",0.15702479338843
"765","SMN","Precentral_L_2","Old","Connector",0.447058823529412
"766","SMN","Precentral_L_2","Old","Peripheral",0.0529411764705882
"767","SMN","Precentral_L_2","Old","Provincial",0.411764705882353
"768","SMN","Precentral_L_2","Old","Satellite",0.0882352941176471
"769","SMN","Precentral_L_3","Young","Connector",0.0298507462686567
"770","SMN","Precentral_L_3","Young","Peripheral",0.283582089552239
"771","SMN","Precentral_L_3","Young","Provincial",0.388059701492537
"772","SMN","Precentral_L_3","Young","Satellite",0.298507462686567
"773","SMN","Precentral_L_3","Middle","Connector",0.113924050632911
"774","SMN","Precentral_L_3","Middle","Peripheral",0.139240506329114
"775","SMN","Precentral_L_3","Middle","Provincial",0.316455696202532
"776","SMN","Precentral_L_3","Middle","Satellite",0.430379746835443
"777","SMN","Precentral_L_3","Old","Connector",0.219298245614035
